,DataFrame,,From Online Query on Uniprot,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
13834,MLH1,,CRYBA1,J3QRT1,J3QRT1_HUMAN,unreviewed,Beta-crystallin A3 (Fragment),CRYBA1,Homo sapiens (Human),75
13835,MLH1,,CRYBA1,P05813,CRBA1_HUMAN,reviewed,"Beta-crystallin A3 [Cleaved into: Beta-crystallin A3, isoform A1, Delta4 form; Beta-crystallin A3, isoform A1, Delta7 form; Beta-crystallin A3, isoform A1, Delta8 form]",CRYBA1 CRYB1,Homo sapiens (Human),215
13836,MLH1,,RNF135,H7C3H8,H7C3H8_HUMAN,unreviewed,E3 ubiquitin-protein ligase RNF135,RNF135,Homo sapiens (Human),162
13837,MLH1,,RNF135,J3QS68,J3QS68_HUMAN,unreviewed,E3 ubiquitin-protein ligase RNF135 (Fragment),RNF135,Homo sapiens (Human),158
13838,MLH1,,RNF135,K7EQF1,K7EQF1_HUMAN,unreviewed,E3 ubiquitin-protein ligase RNF135 (Fragment),RNF135,Homo sapiens (Human),86
13839,MLH1,,RNF135,Q8IUD6,RN135_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF135 (EC 2.3.2.27) (RIG-I E3 ubiquitin ligase) (REUL) (RING finger protein 135) (RING-type E3 ubiquitin transferase RNF135) (Riplet),RNF135 L13,Homo sapiens (Human),432
13840,MLH1,,NF1,A0A1J0F939,A0A1J0F939_HUMAN,unreviewed,Truncated neurofibromin 1 (Fragment),NF1,Homo sapiens (Human),19
13841,MLH1,,NF1,A0A1J0F943,A0A1J0F943_HUMAN,unreviewed,Truncated neurofibromin 1 (Fragment),NF1,Homo sapiens (Human),19
13842,MLH1,,NF1,A0A1J0F944,A0A1J0F944_HUMAN,unreviewed,Truncated neurofibromin 1 (Fragment),NF1,Homo sapiens (Human),11
13843,MLH1,,NF1,A0A1J0F955,A0A1J0F955_HUMAN,unreviewed,Neurofibromin 1 (Truncated neurofibromin 1) (Fragment),NF1,Homo sapiens (Human),63
13844,MLH1,,NF1,A0A1W2PPA7,A0A1W2PPA7_HUMAN,unreviewed,Neurofibromin,NF1,Homo sapiens (Human),233
13845,MLH1,,NF1,A0A1W2PS74,A0A1W2PS74_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),237
13846,MLH1,,NF1,H0UIC3,H0UIC3_HUMAN,unreviewed,"Neurofibromin 1 (Neurofibromatosis, von Recklinghausen disease, Watson disease), isoform CRA_a",NF1 hCG_1996174,Homo sapiens (Human),1554
13847,MLH1,,NF1,H0Y465,H0Y465_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),2502
13848,MLH1,,NF1,J3KRT8,J3KRT8_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),206
13849,MLH1,,NF1,J3KSB5,J3KSB5_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),1656
13850,MLH1,,NF1,J3KSX8,J3KSX8_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),206
13851,MLH1,,NF1,J3QLS2,J3QLS2_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),124
13852,MLH1,,NF1,J3QQN8,J3QQN8_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),227
13853,MLH1,,NF1,J3QSG6,J3QSG6_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),640
13854,MLH1,,NF1,K7EID4,K7EID4_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),115
13855,MLH1,,NF1,K7EJE7,K7EJE7_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),13
13856,MLH1,,NF1,K7ENT2,K7ENT2_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),81
13857,MLH1,,NF1,P21359,NF1_HUMAN,reviewed,Neurofibromin (Neurofibromatosis-related protein NF-1) [Cleaved into: Neurofibromin truncated],NF1,Homo sapiens (Human),2839
13858,MLH1,,NF1,Q4W6X4,Q4W6X4_HUMAN,unreviewed,NF1 (Fragment),NF1,Homo sapiens (Human),58
13859,MLH1,,NF1,Q9UMU3,Q9UMU3_HUMAN,unreviewed,Neurofibromin (Fragment),NF1,Homo sapiens (Human),20
13860,MLH1,,RAD51D,H0UID0,H0UID0_HUMAN,unreviewed,"DNA repair protein RAD51 homolog 4 (HCG1989222, isoform CRA_i)",RAD51D hCG_1989222,Homo sapiens (Human),151
13861,MLH1,,RAD51D,K7EJ58,K7EJ58_HUMAN,unreviewed,DNA repair protein RAD51 homolog 4 (Fragment),RAD51D,Homo sapiens (Human),24
13862,MLH1,,RAD51D,K7EKG7,K7EKG7_HUMAN,unreviewed,DNA repair protein RAD51 homolog 4,RAD51D,Homo sapiens (Human),107
13863,MLH1,,RAD51D,K7EMF1,K7EMF1_HUMAN,unreviewed,DNA repair protein RAD51 homolog 4 (Fragment),RAD51D,Homo sapiens (Human),141
13864,MLH1,,RAD51D,K7EN92,K7EN92_HUMAN,unreviewed,DNA repair protein RAD51 homolog 4 (Fragment),RAD51D,Homo sapiens (Human),249
13865,MLH1,,RAD51D,K7ERM7,K7ERM7_HUMAN,unreviewed,DNA repair protein RAD51 homolog 4 (Fragment),RAD51D,Homo sapiens (Human),96
13866,MLH1,,RAD51D,K7ESI1,K7ESI1_HUMAN,unreviewed,DNA repair protein RAD51 homolog 4 (Fragment),RAD51D,Homo sapiens (Human),86
13867,MLH1,,RAD51D,K7ESL4,K7ESL4_HUMAN,unreviewed,DNA repair protein RAD51 homolog 4,RAD51D,Homo sapiens (Human),93
13868,MLH1,,RAD51D,O75771,RA51D_HUMAN,reviewed,DNA repair protein RAD51 homolog 4 (R51H3) (RAD51 homolog D) (RAD51-like protein 3) (TRAD),RAD51D RAD51L3,Homo sapiens (Human),328
13869,MLH1,,PEX12,A0A075B773,A0A075B773_HUMAN,unreviewed,Peroxisome assembly protein 12 (Peroxin-12),PEX12,Homo sapiens (Human),357
13870,MLH1,,PEX12,A0PJ54,A0PJ54_HUMAN,unreviewed,PEX12 protein (Fragment),PEX12,Homo sapiens (Human),324
13871,MLH1,,PEX12,K7ELY8,K7ELY8_HUMAN,unreviewed,Peroxisome assembly protein 12 (Fragment),PEX12,Homo sapiens (Human),221
13872,MLH1,,PEX12,O00623,PEX12_HUMAN,reviewed,Peroxisome assembly protein 12 (Peroxin-12) (Peroxisome assembly factor 3) (PAF-3),PEX12 PAF3,Homo sapiens (Human),359
13873,MLH1,,HNF1B,A0A087WXS2,A0A087WXS2_HUMAN,unreviewed,Hepatocyte nuclear factor 1-beta,HNF1B,Homo sapiens (Human),293
13874,MLH1,,HNF1B,A0A087WZC2,A0A087WZC2_HUMAN,unreviewed,Hepatocyte nuclear factor 1-beta,HNF1B,Homo sapiens (Human),548
13875,MLH1,,HNF1B,A0A0C4DGS8,A0A0C4DGS8_HUMAN,unreviewed,Hepatocyte nuclear factor 1-beta,HNF1B,Homo sapiens (Human),457
13876,MLH1,,HNF1B,E0YMJ6,E0YMJ6_HUMAN,unreviewed,HNF1 beta A splice variant 1,HNF1B,Homo sapiens (Human),531
13877,MLH1,,HNF1B,E0YMJ7,E0YMJ7_HUMAN,unreviewed,HNF1 beta A splice variant 2,HNF1B,Homo sapiens (Human),293
13878,MLH1,,HNF1B,E0YMJ8,E0YMJ8_HUMAN,unreviewed,HNF1 beta A splice variant 3 (Hepatocyte nuclear factor 1-beta),HNF1B,Homo sapiens (Human),425
13879,MLH1,,HNF1B,P35680,HNF1B_HUMAN,reviewed,Hepatocyte nuclear factor 1-beta (HNF-1-beta) (HNF-1B) (Homeoprotein LFB3) (Transcription factor 2) (TCF-2) (Variant hepatic nuclear factor 1) (vHNF1),HNF1B TCF2,Homo sapiens (Human),557
13880,MLH1,,GPR179,A0A087WW83,A0A087WW83_HUMAN,unreviewed,Probable G-protein-coupled receptor 179,GPR179,Homo sapiens (Human),2368
13881,MLH1,,GPR179,A0A087X0K8,A0A087X0K8_HUMAN,unreviewed,Probable G-protein-coupled receptor 179,GPR179,Homo sapiens (Human),2367
13882,MLH1,,GPR179,Q6PRD1,GP179_HUMAN,reviewed,Probable G-protein coupled receptor 179 (Probable G-protein coupled receptor 158-like 1) (GPR158-like),GPR179 GPR158L GPR158L1,Homo sapiens (Human),2367
13883,MLH1,,TCAP,A0A0S2Z4S5,A0A0S2Z4S5_HUMAN,unreviewed,Titin-cap isoform 2,TCAP,Homo sapiens (Human),37
13884,MLH1,,TCAP,A2TDC0,A2TDC0_HUMAN,unreviewed,"Titin-cap (Telethonin) (Titin-cap (Telethonin), isoform CRA_a) (Titin-cap isoform 1) (cDNA FLJ39009 fis, clone NT2RI2025565, highly similar to TELETHONIN)",TCAP hCG_30011,Homo sapiens (Human),167
13885,MLH1,,TCAP,A8I423,A8I423_HUMAN,unreviewed,Mutant titin-cap,TCAP,Homo sapiens (Human),30
13886,MLH1,,TCAP,A9QT26,A9QT26_HUMAN,unreviewed,Truncated telethonin,TCAP,Homo sapiens (Human),24
13887,MLH1,,TCAP,J3KT40,J3KT40_HUMAN,unreviewed,Telethonin,TCAP,Homo sapiens (Human),143
13888,MLH1,,TCAP,O15273,TELT_HUMAN,reviewed,Telethonin (Titin cap protein),TCAP,Homo sapiens (Human),167
13889,MLH1,,PGAP3,A0A087WTP0,A0A087WTP0_HUMAN,unreviewed,Post-GPI attachment to proteins factor 3,PGAP3,Homo sapiens (Human),240
13890,MLH1,,PGAP3,J3KTJ2,J3KTJ2_HUMAN,unreviewed,Post-GPI attachment to proteins factor 3 (Fragment),PGAP3,Homo sapiens (Human),150
13891,MLH1,,PGAP3,J3QKU0,J3QKU0_HUMAN,unreviewed,Post-GPI attachment to proteins factor 3,PGAP3,Homo sapiens (Human),148
13892,MLH1,,PGAP3,J3QQL0,J3QQL0_HUMAN,unreviewed,Post-GPI attachment to proteins factor 3 (Fragment),PGAP3,Homo sapiens (Human),70
13893,MLH1,,PGAP3,J3QRN7,J3QRN7_HUMAN,unreviewed,Post-GPI attachment to proteins factor 3 (Fragment),PGAP3,Homo sapiens (Human),44
13894,MLH1,,PGAP3,Q96FM1,PGAP3_HUMAN,reviewed,Post-GPI attachment to proteins factor 3 (COS16 homolog) (hCOS16) (Gene coamplified with ERBB2 protein) (PER1-like domain-containing protein 1),PGAP3 CAB2 PERLD1 UNQ546/PRO1100,Homo sapiens (Human),320
13895,MLH1,,ERBB2,A0A0R9RWK2,A0A0R9RWK2_HUMAN,unreviewed,Erb-b2 receptor tyrosine kinase 2 (Fragment),ERBB2,Homo sapiens (Human),15
13896,MLH1,,ERBB2,B4DTR1,B4DTR1_HUMAN,unreviewed,Receptor protein-tyrosine kinase (EC 2.7.10.1),ERBB2,Homo sapiens (Human),979
13897,MLH1,,ERBB2,E2I6F8,E2I6F8_HUMAN,unreviewed,Receptor tyrosine-protein kinase erbB-2 variant (EC 2.7.10.1) (Fragment),ERBB2,Homo sapiens (Human),80
13898,MLH1,,ERBB2,F5H1T4,F5H1T4_HUMAN,unreviewed,Receptor tyrosine-protein kinase erbB-2,ERBB2,Homo sapiens (Human),603
13899,MLH1,,ERBB2,J3KRI9,J3KRI9_HUMAN,unreviewed,Receptor tyrosine-protein kinase erbB-2,ERBB2,Homo sapiens (Human),96
13900,MLH1,,ERBB2,J3KTI5,J3KTI5_HUMAN,unreviewed,Receptor tyrosine-protein kinase erbB-2 (Fragment),ERBB2,Homo sapiens (Human),251
13901,MLH1,,ERBB2,J3QL83,J3QL83_HUMAN,unreviewed,Receptor tyrosine-protein kinase erbB-2,ERBB2,Homo sapiens (Human),90
13902,MLH1,,ERBB2,J3QLU9,J3QLU9_HUMAN,unreviewed,Receptor protein-tyrosine kinase (EC 2.7.10.1),ERBB2,Homo sapiens (Human),1055
13903,MLH1,,ERBB2,J3QLV2,J3QLV2_HUMAN,unreviewed,Receptor tyrosine-protein kinase erbB-2 (Fragment),ERBB2,Homo sapiens (Human),102
13904,MLH1,,ERBB2,J3QRJ7,J3QRJ7_HUMAN,unreviewed,Receptor tyrosine-protein kinase erbB-2 (Fragment),ERBB2,Homo sapiens (Human),177
13905,MLH1,,ERBB2,J3QRX1,J3QRX1_HUMAN,unreviewed,Receptor tyrosine-protein kinase erbB-2 (Fragment),ERBB2,Homo sapiens (Human),166
13906,MLH1,,ERBB2,L8E8G2,L8E8G2_HUMAN,unreviewed,Alternative protein ERBB2,ERBB2,Homo sapiens (Human),87
13907,MLH1,,ERBB2,P04626,ERBB2_HUMAN,reviewed,Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340),ERBB2 HER2 MLN19 NEU NGL,Homo sapiens (Human),1255
13908,MLH1,,ERBB2,Q4H1F1,Q4H1F1_HUMAN,unreviewed,ERBB2 (Fragment),ERBB2,Homo sapiens (Human),65
13909,MLH1,,ERBB2,Q4H1F2,Q4H1F2_HUMAN,unreviewed,ERBB2 (Fragment),ERBB2,Homo sapiens (Human),63
13910,MLH1,,ERBB2,Q9NP09,Q9NP09_HUMAN,unreviewed,ERBB2 (Fragment),ERBB2,Homo sapiens (Human),36
13911,MLH1,,ERBB2,Q9UK79,Q9UK79_HUMAN,unreviewed,"Herstatin (V-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (Avian), isoform CRA_a)",HER-2 ERBB2 hCG_28177,Homo sapiens (Human),419
13912,MLH1,,ERBB2,X5DNK3,X5DNK3_HUMAN,unreviewed,Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment),ERBB2,Homo sapiens (Human),1255
13913,MLH1,,ERBB2,X5DQX2,X5DQX2_HUMAN,unreviewed,V-erb-b2 avian erythroblastic leukemia viral oncoprotein 2 isoform C (Fragment),ERBB2,Homo sapiens (Human),147
13914,MLH1,,CDC6,A0A024R1S2,A0A024R1S2_HUMAN,unreviewed,Cell division control protein,CDC6 hCG_1643836,Homo sapiens (Human),560
13915,MLH1,,CDC6,J3KTI7,J3KTI7_HUMAN,unreviewed,Cell division control protein 6 homolog (Fragment),CDC6,Homo sapiens (Human),100
13916,MLH1,,CDC6,J3QLN7,J3QLN7_HUMAN,unreviewed,Cell division control protein 6 homolog (Fragment),CDC6,Homo sapiens (Human),182
13917,MLH1,,CDC6,J3QR52,J3QR52_HUMAN,unreviewed,Cell division control protein 6 homolog (Fragment),CDC6,Homo sapiens (Human),118
13918,MLH1,,CDC6,Q99741,CDC6_HUMAN,reviewed,Cell division control protein 6 homolog (CDC6-related protein) (Cdc18-related protein) (HsCdc18) (p62(cdc6)) (HsCDC6),CDC6 CDC18L,Homo sapiens (Human),560
13919,MLH1,,SMARCE1,A0A024R1S7,A0A024R1S7_HUMAN,unreviewed,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1, isoform CRA_a",SMARCE1 hCG_2005526,Homo sapiens (Human),411
13920,MLH1,,SMARCE1,A0A2R8Y4T4,A0A2R8Y4T4_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),335
13921,MLH1,,SMARCE1,A0A2R8Y765,A0A2R8Y765_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),277
13922,MLH1,,SMARCE1,A0A2R8Y7I9,A0A2R8Y7I9_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),332
13923,MLH1,,SMARCE1,A0A2R8Y7U4,A0A2R8Y7U4_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),297
13924,MLH1,,SMARCE1,A0A2R8Y855,A0A2R8Y855_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),367
13925,MLH1,,SMARCE1,A0A2R8YD78,A0A2R8YD78_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),115
13926,MLH1,,SMARCE1,A0A2R8YDD9,A0A2R8YDD9_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),51
13927,MLH1,,SMARCE1,A0A2R8YDQ4,A0A2R8YDQ4_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),55
13928,MLH1,,SMARCE1,A0A2R8YEB8,A0A2R8YEB8_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (Fragment),SMARCE1,Homo sapiens (Human),96
13929,MLH1,,SMARCE1,A0A2R8YES3,A0A2R8YES3_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),347
13930,MLH1,,SMARCE1,A0A2R8YFC8,A0A2R8YFC8_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),58
13931,MLH1,,SMARCE1,A0A2U3TZQ7,A0A2U3TZQ7_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),311
13932,MLH1,,SMARCE1,B4DGM3,B4DGM3_HUMAN,unreviewed,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (cDNA FLJ55202, highly similar to SWI/SNF-related matrix-associatedactin-dependent regulator of chromatin subfamily E member 1)",SMARCE1,Homo sapiens (Human),393
13933,MLH1,,SMARCE1,J3KT85,J3KT85_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (Fragment),SMARCE1,Homo sapiens (Human),109
13934,MLH1,,SMARCE1,J3QKS7,J3QKS7_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (Fragment),SMARCE1,Homo sapiens (Human),287
13935,MLH1,,SMARCE1,J3QKX6,J3QKX6_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (Fragment),SMARCE1,Homo sapiens (Human),135
13936,MLH1,,SMARCE1,J3QL66,J3QL66_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),77
13937,MLH1,,SMARCE1,J3QR61,J3QR61_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (Fragment),SMARCE1,Homo sapiens (Human),259
13938,MLH1,,SMARCE1,J3QS32,J3QS32_HUMAN,unreviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,Homo sapiens (Human),52
13939,MLH1,,SMARCE1,Q969G3,SMCE1_HUMAN,reviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57),SMARCE1 BAF57,Homo sapiens (Human),411
13940,MLH1,,KRT16,K7ENV3,K7ENV3_HUMAN,unreviewed,"Keratin, type I cytoskeletal 16 (Fragment)",KRT16,Homo sapiens (Human),48
13941,MLH1,,KRT16,K7ENW6,K7ENW6_HUMAN,unreviewed,"Keratin, type I cytoskeletal 16 (Fragment)",KRT16,Homo sapiens (Human),162
13942,MLH1,,KRT16,P08779,K1C16_HUMAN,reviewed,"Keratin, type I cytoskeletal 16 (Cytokeratin-16) (CK-16) (Keratin-16) (K16)",KRT16 KRT16A,Homo sapiens (Human),473
13943,MLH1,,JUP,A0A024R1X8,A0A024R1X8_HUMAN,unreviewed,"Junction plakoglobin, isoform CRA_a",JUP hCG_1771506,Homo sapiens (Human),745
13944,MLH1,,JUP,A0A0S2Z487,A0A0S2Z487_HUMAN,unreviewed,Junction plakoglobin isoform 1 (Fragment),JUP,Homo sapiens (Human),745
13945,MLH1,,JUP,A0A0S2Z495,A0A0S2Z495_HUMAN,unreviewed,Junction plakoglobin isoform 2 (Fragment),JUP,Homo sapiens (Human),334
13946,MLH1,,JUP,C9J826,C9J826_HUMAN,unreviewed,Junction plakoglobin (Fragment),JUP,Homo sapiens (Human),276
13947,MLH1,,JUP,C9JK18,C9JK18_HUMAN,unreviewed,Junction plakoglobin (Fragment),JUP,Homo sapiens (Human),295
13948,MLH1,,JUP,C9JKY1,C9JKY1_HUMAN,unreviewed,Junction plakoglobin (Fragment),JUP,Homo sapiens (Human),297
13949,MLH1,,JUP,C9JPI2,C9JPI2_HUMAN,unreviewed,Junction plakoglobin (Fragment),JUP,Homo sapiens (Human),86
13950,MLH1,,JUP,C9JTX4,C9JTX4_HUMAN,unreviewed,Junction plakoglobin (Fragment),JUP,Homo sapiens (Human),235
13951,MLH1,,JUP,K7ERP3,K7ERP3_HUMAN,unreviewed,Junction plakoglobin (Fragment),JUP,Homo sapiens (Human),104
13952,MLH1,,JUP,L8EAA6,L8EAA6_HUMAN,unreviewed,Alternative protein JUP,JUP,Homo sapiens (Human),107
13953,MLH1,,JUP,P14923,PLAK_HUMAN,reviewed,Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3),JUP CTNNG DP3,Homo sapiens (Human),745
13954,MLH1,,FKBP10,A0A024R1W3,A0A024R1W3_HUMAN,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8),FKBP10 hCG_1771525,Homo sapiens (Human),582
13955,MLH1,,FKBP10,C9JPC3,C9JPC3_HUMAN,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8) (Fragment),FKBP10,Homo sapiens (Human),81
13956,MLH1,,FKBP10,H0Y827,H0Y827_HUMAN,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8) (Fragment),FKBP10,Homo sapiens (Human),386
13957,MLH1,,FKBP10,K7ELI6,K7ELI6_HUMAN,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8) (Fragment),FKBP10,Homo sapiens (Human),171
13958,MLH1,,FKBP10,K7EM43,K7EM43_HUMAN,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8),FKBP10,Homo sapiens (Human),147
13959,MLH1,,FKBP10,K7ESG6,K7ESG6_HUMAN,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8) (Fragment),FKBP10,Homo sapiens (Human),172
13960,MLH1,,FKBP10,Q96AY3,FKB10_HUMAN,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP10 (PPIase FKBP10) (EC 5.2.1.8) (65 kDa FK506-binding protein) (65 kDa FKBP) (FKBP-65) (FK506-binding protein 10) (FKBP-10) (Immunophilin FKBP65) (Rotamase),FKBP10 FKBP65 PSEC0056,Homo sapiens (Human),582
13961,MLH1,,STAT5B,C9J4I3,C9J4I3_HUMAN,unreviewed,Signal transducer and activator of transcription 5B (Fragment),STAT5B,Homo sapiens (Human),156
13962,MLH1,,STAT5B,P51692,STA5B_HUMAN,reviewed,Signal transducer and activator of transcription 5B,STAT5B,Homo sapiens (Human),787
13963,MLH1,,STAT3,B5BTZ6,B5BTZ6_HUMAN,unreviewed,Signal transducer and activator of transcription,STAT3,Homo sapiens (Human),769
13964,MLH1,,STAT3,G8JLH9,G8JLH9_HUMAN,unreviewed,Signal transducer and activator of transcription,STAT3,Homo sapiens (Human),672
13965,MLH1,,STAT3,K7EP08,K7EP08_HUMAN,unreviewed,Signal transducer and activator of transcription 3 (Fragment),STAT3,Homo sapiens (Human),84
13966,MLH1,,STAT3,P40763,STAT3_HUMAN,reviewed,Signal transducer and activator of transcription 3 (Acute-phase response factor),STAT3 APRF,Homo sapiens (Human),770
13967,MLH1,,STAT3,Q9BXH2,Q9BXH2_HUMAN,unreviewed,STAT3 (Fragment),STAT3,Homo sapiens (Human),51
13968,MLH1,,PTRF,Q6NZI2,CAVN1_HUMAN,reviewed,Caveolae-associated protein 1 (Cavin-1) (Polymerase I and transcript release factor),CAVIN1 PTRF FKSG13,Homo sapiens (Human),390
13969,MLH1,,NAGLU,A0A286RZ40,A0A286RZ40_HUMAN,unreviewed,N-acetyl-alpha-glucosaminidase (Fragment),NAGLU,Homo sapiens (Human),104
13970,MLH1,,NAGLU,A0A286RZ41,A0A286RZ41_HUMAN,unreviewed,N-acetyl-alpha-glucosaminidase (Fragment),NAGLU,Homo sapiens (Human),49
13971,MLH1,,NAGLU,A0A286RZ43,A0A286RZ43_HUMAN,unreviewed,N-acetyl-alpha-glucosaminidase (Fragment),NAGLU,Homo sapiens (Human),85
13972,MLH1,,NAGLU,K7END1,K7END1_HUMAN,unreviewed,Alpha-N-acetylglucosaminidase (Fragment),NAGLU,Homo sapiens (Human),81
13973,MLH1,,NAGLU,K7ENX5,K7ENX5_HUMAN,unreviewed,Alpha-N-acetylglucosaminidase (Fragment),NAGLU,Homo sapiens (Human),170
13974,MLH1,,NAGLU,K7EQH9,K7EQH9_HUMAN,unreviewed,Alpha-N-acetylglucosaminidase (Fragment),NAGLU,Homo sapiens (Human),122
13975,MLH1,,NAGLU,K7ESD7,K7ESD7_HUMAN,unreviewed,Alpha-N-acetylglucosaminidase (Fragment),NAGLU,Homo sapiens (Human),65
13976,MLH1,,NAGLU,P54802,ANAG_HUMAN,reviewed,Alpha-N-acetylglucosaminidase (EC 3.2.1.50) (N-acetyl-alpha-glucosaminidase) (NAG) [Cleaved into: Alpha-N-acetylglucosaminidase 82 kDa form; Alpha-N-acetylglucosaminidase 77 kDa form],NAGLU UFHSD1,Homo sapiens (Human),743
13977,MLH1,,NAGLU,Q14769,Q14769_HUMAN,unreviewed,"Alpha-N-acetylglucosaminidase (N-acetylglucosaminidase, alpha-(Sanfilippo disease IIIB), isoform CRA_a)",ufHSD2 NAGLU hCG_16571,Homo sapiens (Human),639
13978,MLH1,,COASY,K7EN91,K7EN91_HUMAN,unreviewed,Bifunctional coenzyme A synthase (Fragment),COASY,Homo sapiens (Human),219
13979,MLH1,,COASY,K7EP09,K7EP09_HUMAN,unreviewed,Bifunctional coenzyme A synthase (Fragment),COASY,Homo sapiens (Human),90
13980,MLH1,,COASY,K7EPC2,K7EPC2_HUMAN,unreviewed,Bifunctional coenzyme A synthase (Fragment),COASY,Homo sapiens (Human),96
13981,MLH1,,COASY,K7EPT0,K7EPT0_HUMAN,unreviewed,Bifunctional coenzyme A synthase (Fragment),COASY,Homo sapiens (Human),98
13982,MLH1,,COASY,K7EQ60,K7EQ60_HUMAN,unreviewed,Bifunctional coenzyme A synthase (Fragment),COASY,Homo sapiens (Human),115
13983,MLH1,,COASY,K7ES73,K7ES73_HUMAN,unreviewed,Bifunctional coenzyme A synthase (Fragment),COASY,Homo sapiens (Human),147
13984,MLH1,,COASY,K7ESK6,K7ESK6_HUMAN,unreviewed,Bifunctional coenzyme A synthase (Fragment),COASY,Homo sapiens (Human),128
13985,MLH1,,COASY,Q13057,COASY_HUMAN,reviewed,Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)],COASY PSEC0106,Homo sapiens (Human),564
